date,channel,ad_spend,impressions,clicks,conversions,revenue,ctr,conversion_rate,cpc,cpa,roas,month
2025-05-15,TikTok Ads,166,1894,134,13,1307.85,7.07,9.7,1.24,12.77,7.88,2025-05
2025-05-15,Email,367,1514,92,6,333.12,6.08,6.52,3.99,61.17,0.91,2025-05
2025-05-16,Google Ads,328,5109,282,22,916.13,5.52,7.8,1.16,14.91,2.79,2025-05
2025-05-16,Meta Ads,176,14258,937,93,3506.9,6.57,9.93,0.19,1.89,19.93,2025-05
2025-05-16,TikTok Ads,442,16313,1024,66,6674.15,6.28,6.45,0.43,6.7,15.1,2025-05
2025-05-16,Email,445,16349,204,7,903.03,1.25,3.43,2.18,63.57,2.03,2025-05
2025-05-17,Google Ads,178,8179,307,26,3457.99,3.75,8.47,0.58,6.85,19.43,2025-05
2025-05-17,Meta Ads,107,11326,851,55,4709.91,7.51,6.46,0.13,1.95,44.02,2025-05
2025-05-17,TikTok Ads,171,12787,240,14,1737.58,1.88,5.83,0.71,12.21,10.16,2025-05
2025-05-17,Email,50,2560,157,5,718.13,6.13,3.18,0.32,10.0,14.36,2025-05
2025-05-18,Google Ads,288,14612,1142,89,5608.82,7.82,7.79,0.25,3.24,19.48,2025-05
2025-05-18,Meta Ads,339,18650,254,4,311.02,1.36,1.57,1.33,84.75,0.92,2025-05
2025-05-18,TikTok Ads,145,5780,333,31,4395.1,5.76,9.31,0.44,4.68,30.31,2025-05
2025-05-18,Email,175,19311,825,32,2258.81,4.27,3.88,0.21,5.47,12.91,2025-05
2025-05-19,Google Ads,167,12894,651,13,1815.65,5.05,2.0,0.26,12.85,10.87,2025-05
2025-05-19,Meta Ads,97,3356,53,2,295.45,1.58,3.77,1.83,48.5,3.05,2025-05
2025-05-19,TikTok Ads,138,5790,75,1,109.42,1.3,1.33,1.84,138.0,0.79,2025-05
2025-05-19,Email,286,17690,1002,71,9089.91,5.66,7.09,0.29,4.03,31.78,2025-05
2025-05-20,Google Ads,422,11181,756,68,8156.29,6.76,8.99,0.56,6.21,19.33,2025-05
2025-05-20,Meta Ads,434,8057,521,44,5013.54,6.47,8.45,0.83,9.86,11.55,2025-05
2025-05-20,TikTok Ads,321,17082,821,17,1136.14,4.81,2.07,0.39,18.88,3.54,2025-05
2025-05-20,Email,238,1661,28,0,0.0,1.69,0.0,8.5,,0.0,2025-05
2025-05-21,Google Ads,241,5644,328,27,1921.49,5.81,8.23,0.73,8.93,7.97,2025-05
2025-05-21,Meta Ads,496,16711,450,41,4511.33,2.69,9.11,1.1,12.1,9.1,2025-05
2025-05-21,TikTok Ads,118,3920,289,14,592.25,7.37,4.84,0.41,8.43,5.02,2025-05
2025-05-21,Email,327,17002,1167,64,2011.53,6.86,5.48,0.28,5.11,6.15,2025-05
2025-05-22,Google Ads,398,15025,896,34,1589.94,5.96,3.79,0.44,11.71,3.99,2025-05
2025-05-22,Meta Ads,296,9946,760,68,7880.41,7.64,8.95,0.39,4.35,26.62,2025-05
2025-05-22,TikTok Ads,125,13732,167,11,1614.09,1.22,6.59,0.75,11.36,12.91,2025-05
2025-05-22,Email,203,7236,445,15,2219.52,6.15,3.37,0.46,13.53,10.93,2025-05
2025-05-23,Google Ads,193,17309,573,21,1874.83,3.31,3.66,0.34,9.19,9.71,2025-05
2025-05-23,Meta Ads,484,14518,1065,96,12894.94,7.34,9.01,0.45,5.04,26.64,2025-05
2025-05-23,TikTok Ads,135,1352,38,0,0.0,2.81,0.0,3.55,,0.0,2025-05
2025-05-23,Email,234,8005,486,18,1622.25,6.07,3.7,0.48,13.0,6.93,2025-05
2025-05-24,Google Ads,334,15036,1074,64,6318.8,7.14,5.96,0.31,5.22,18.92,2025-05
2025-05-24,Meta Ads,269,17542,226,5,232.34,1.29,2.21,1.19,53.8,0.86,2025-05
2025-05-24,TikTok Ads,118,1956,74,1,142.52,3.78,1.35,1.59,118.0,1.21,2025-05
2025-05-24,Email,96,3071,194,16,1155.71,6.32,8.25,0.49,6.0,12.04,2025-05
2025-05-25,Google Ads,143,9595,401,36,3007.36,4.18,8.98,0.36,3.97,21.03,2025-05
2025-05-25,Meta Ads,287,16140,463,38,4202.77,2.87,8.21,0.62,7.55,14.64,2025-05
2025-05-25,TikTok Ads,495,13803,350,31,2172.12,2.54,8.86,1.41,15.97,4.39,2025-05
2025-05-25,Email,253,4453,85,5,302.56,1.91,5.88,2.98,50.6,1.2,2025-05
2025-05-26,Google Ads,449,7675,537,44,4651.94,7.0,8.19,0.84,10.2,10.36,2025-05
2025-05-26,Meta Ads,267,1955,98,4,131.99,5.01,4.08,2.72,66.75,0.49,2025-05
2025-05-26,TikTok Ads,481,7295,111,7,815.41,1.52,6.31,4.33,68.71,1.7,2025-05
2025-05-26,Email,390,16921,622,61,5592.65,3.68,9.81,0.63,6.39,14.34,2025-05
2025-05-27,Google Ads,88,19096,682,20,2053.81,3.57,2.93,0.13,4.4,23.34,2025-05
2025-05-27,Meta Ads,149,16282,369,16,1693.21,2.27,4.34,0.4,9.31,11.36,2025-05
2025-05-27,TikTok Ads,338,5703,230,12,1118.95,4.03,5.22,1.47,28.17,3.31,2025-05
2025-05-27,Email,303,7563,251,5,499.52,3.32,1.99,1.21,60.6,1.65,2025-05
2025-05-28,Google Ads,271,13003,441,7,784.38,3.39,1.59,0.61,38.71,2.89,2025-05
2025-05-28,Meta Ads,406,11817,729,61,7342.83,6.17,8.37,0.56,6.66,18.09,2025-05
2025-05-28,TikTok Ads,72,12171,311,30,3518.83,2.56,9.65,0.23,2.4,48.87,2025-05
2025-05-28,Email,299,13582,746,34,4568.04,5.49,4.56,0.4,8.79,15.28,2025-05
2025-05-29,Google Ads,59,13201,659,11,580.07,4.99,1.67,0.09,5.36,9.83,2025-05
2025-05-29,Meta Ads,295,18778,934,14,1093.93,4.97,1.5,0.32,21.07,3.71,2025-05
2025-05-29,TikTok Ads,374,13473,760,68,9774.02,5.64,8.95,0.49,5.5,26.13,2025-05
2025-05-29,Email,149,10461,506,26,2017.36,4.84,5.14,0.29,5.73,13.54,2025-05
2025-05-30,Google Ads,339,16596,1187,46,2069.28,7.15,3.88,0.29,7.37,6.1,2025-05
2025-05-30,Meta Ads,229,1529,87,4,372.21,5.69,4.6,2.63,57.25,1.63,2025-05
2025-05-30,TikTok Ads,272,13765,664,25,1078.47,4.82,3.77,0.41,10.88,3.96,2025-05
2025-05-30,Email,443,14910,1015,54,2934.49,6.81,5.32,0.44,8.2,6.62,2025-05
2025-05-31,Google Ads,299,12561,658,57,8538.5,5.24,8.66,0.45,5.25,28.56,2025-05
2025-05-31,Meta Ads,196,10131,307,19,1804.31,3.03,6.19,0.64,10.32,9.21,2025-05
2025-05-31,TikTok Ads,491,1525,37,2,128.17,2.43,5.41,13.27,245.5,0.26,2025-05
2025-05-31,Email,145,17385,359,15,2240.59,2.06,4.18,0.4,9.67,15.45,2025-05
2025-06-01,Google Ads,306,1374,100,7,1021.91,7.28,7.0,3.06,43.71,3.34,2025-06
2025-06-01,Meta Ads,374,13197,787,55,4558.88,5.96,6.99,0.48,6.8,12.19,2025-06
2025-06-01,TikTok Ads,53,5648,427,8,489.99,7.56,1.87,0.12,6.62,9.25,2025-06
2025-06-01,Email,65,3365,175,10,1306.08,5.2,5.71,0.37,6.5,20.09,2025-06
2025-06-02,Google Ads,329,18909,815,26,3012.74,4.31,3.19,0.4,12.65,9.16,2025-06
2025-06-02,Meta Ads,385,2646,37,3,337.3,1.4,8.11,10.41,128.33,0.88,2025-06
2025-06-02,TikTok Ads,296,1013,57,2,274.35,5.63,3.51,5.19,148.0,0.93,2025-06
2025-06-02,Email,307,5599,284,28,3156.44,5.07,9.86,1.08,10.96,10.28,2025-06
2025-06-03,Google Ads,433,3278,259,4,256.22,7.9,1.54,1.67,108.25,0.59,2025-06
2025-06-03,Meta Ads,209,15296,409,32,3624.43,2.67,7.82,0.51,6.53,17.34,2025-06
2025-06-03,TikTok Ads,389,4155,195,13,867.07,4.69,6.67,1.99,29.92,2.23,2025-06
2025-06-03,Email,201,9321,517,40,4844.35,5.55,7.74,0.39,5.03,24.1,2025-06
2025-06-04,Google Ads,445,4814,265,9,939.33,5.5,3.4,1.68,49.44,2.11,2025-06
2025-06-04,Meta Ads,227,14125,696,37,1453.71,4.93,5.32,0.33,6.14,6.4,2025-06
2025-06-04,TikTok Ads,212,4216,271,22,2013.89,6.43,8.12,0.78,9.64,9.5,2025-06
2025-06-04,Email,429,3113,75,2,142.39,2.41,2.67,5.72,214.5,0.33,2025-06
2025-06-05,Google Ads,82,11238,683,20,1388.57,6.08,2.93,0.12,4.1,16.93,2025-06
2025-06-05,Meta Ads,466,14760,787,46,4704.45,5.33,5.84,0.59,10.13,10.1,2025-06
2025-06-05,TikTok Ads,494,13588,988,56,3846.02,7.27,5.67,0.5,8.82,7.79,2025-06
2025-06-05,Email,228,4374,303,10,1232.27,6.93,3.3,0.75,22.8,5.4,2025-06
2025-06-06,Google Ads,476,7430,238,8,307.96,3.2,3.36,2.0,59.5,0.65,2025-06
2025-06-06,Meta Ads,150,12970,380,13,1420.21,2.93,3.42,0.39,11.54,9.47,2025-06
2025-06-06,TikTok Ads,317,1629,128,10,1271.03,7.86,7.81,2.48,31.7,4.01,2025-06
2025-06-06,Email,372,17653,828,56,6201.43,4.69,6.76,0.45,6.64,16.67,2025-06
2025-06-07,Google Ads,114,11831,868,73,6545.73,7.34,8.41,0.13,1.56,57.42,2025-06
2025-06-07,Meta Ads,466,6724,144,14,2016.52,2.14,9.72,3.24,33.29,4.33,2025-06
2025-06-07,TikTok Ads,217,12083,664,34,2243.75,5.5,5.12,0.33,6.38,10.34,2025-06
2025-06-07,Email,379,14149,943,15,484.5,6.66,1.59,0.4,25.27,1.28,2025-06
2025-06-08,Google Ads,92,10472,799,11,900.23,7.63,1.38,0.12,8.36,9.79,2025-06
2025-06-08,Meta Ads,93,7276,244,8,271.69,3.35,3.28,0.38,11.62,2.92,2025-06
2025-06-08,TikTok Ads,334,16635,1010,94,13580.41,6.07,9.31,0.33,3.55,40.66,2025-06
2025-06-08,Email,446,6895,329,18,993.42,4.77,5.47,1.36,24.78,2.23,2025-06
2025-06-09,Google Ads,61,14994,213,7,872.7,1.42,3.29,0.29,8.71,14.31,2025-06
2025-06-09,Meta Ads,144,11552,673,30,3688.46,5.83,4.46,0.21,4.8,25.61,2025-06
2025-06-09,TikTok Ads,351,17959,1047,66,3704.41,5.83,6.3,0.34,5.32,10.55,2025-06
2025-06-09,Email,435,7099,533,36,3763.7,7.51,6.75,0.82,12.08,8.65,2025-06
2025-06-10,Google Ads,302,10499,470,11,393.46,4.48,2.34,0.64,27.45,1.3,2025-06
2025-06-10,Meta Ads,291,4178,109,10,880.29,2.61,9.17,2.67,29.1,3.03,2025-06
2025-06-10,TikTok Ads,84,7116,93,5,158.79,1.31,5.38,0.9,16.8,1.89,2025-06
2025-06-10,Email,264,16563,647,14,1967.52,3.91,2.16,0.41,18.86,7.45,2025-06
2025-06-11,Google Ads,386,4568,142,12,1765.56,3.11,8.45,2.72,32.17,4.57,2025-06
2025-06-11,Meta Ads,139,10847,686,11,623.41,6.32,1.6,0.2,12.64,4.48,2025-06
2025-06-11,TikTok Ads,313,15135,526,48,2638.69,3.48,9.13,0.6,6.52,8.43,2025-06
2025-06-11,Email,142,19587,1497,149,17946.52,7.64,9.95,0.09,0.95,126.38,2025-06
2025-06-12,Google Ads,459,18774,1452,106,6402.99,7.73,7.3,0.32,4.33,13.95,2025-06
2025-06-12,Meta Ads,139,2742,146,11,1511.5,5.32,7.53,0.95,12.64,10.87,2025-06
2025-06-12,TikTok Ads,467,19309,1448,58,5734.55,7.5,4.01,0.32,8.05,12.28,2025-06
2025-06-12,Email,164,1619,102,9,648.84,6.3,8.82,1.61,18.22,3.96,2025-06
2025-06-13,Google Ads,154,18658,900,51,6626.09,4.82,5.67,0.17,3.02,43.03,2025-06
2025-06-13,Meta Ads,440,18340,414,31,2765.47,2.26,7.49,1.06,14.19,6.29,2025-06
2025-06-13,TikTok Ads,245,2939,123,11,1533.36,4.19,8.94,1.99,22.27,6.26,2025-06
2025-06-13,Email,363,17001,837,81,11450.3,4.92,9.68,0.43,4.48,31.54,2025-06
2025-06-14,Google Ads,163,1968,138,11,548.35,7.01,7.97,1.18,14.82,3.36,2025-06
2025-06-14,Meta Ads,124,15846,692,25,756.97,4.37,3.61,0.18,4.96,6.1,2025-06
2025-06-14,TikTok Ads,462,1281,93,9,1332.65,7.26,9.68,4.97,51.33,2.88,2025-06
2025-06-14,Email,425,16360,935,62,8601.66,5.72,6.63,0.45,6.85,20.24,2025-06
2025-06-15,Google Ads,469,7262,142,13,476.49,1.96,9.15,3.3,36.08,1.02,2025-06
2025-06-15,Meta Ads,266,2058,163,11,1429.61,7.92,6.75,1.63,24.18,5.37,2025-06
2025-06-15,TikTok Ads,326,11724,549,20,1698.73,4.68,3.64,0.59,16.3,5.21,2025-06
2025-06-15,Email,298,6178,231,10,610.75,3.74,4.33,1.29,29.8,2.05,2025-06
2025-06-16,Google Ads,213,7980,447,26,3521.69,5.6,5.82,0.48,8.19,16.53,2025-06
2025-06-16,Meta Ads,443,10200,179,14,750.4,1.75,7.82,2.47,31.64,1.69,2025-06
2025-06-16,TikTok Ads,406,2229,121,4,574.7,5.43,3.31,3.36,101.5,1.42,2025-06
2025-06-16,Email,457,9467,424,26,1421.54,4.48,6.13,1.08,17.58,3.11,2025-06
2025-06-17,Google Ads,241,3289,126,5,518.21,3.83,3.97,1.91,48.2,2.15,2025-06
2025-06-17,Meta Ads,276,2239,171,14,794.79,7.64,8.19,1.61,19.71,2.88,2025-06
2025-06-17,TikTok Ads,226,6370,296,15,1432.2,4.65,5.07,0.76,15.07,6.34,2025-06
2025-06-17,Email,148,17170,435,7,784.54,2.53,1.61,0.34,21.14,5.3,2025-06
2025-06-18,Google Ads,85,1125,47,1,52.83,4.18,2.13,1.81,85.0,0.62,2025-06
2025-06-18,Meta Ads,145,13504,1004,15,1387.59,7.43,1.49,0.14,9.67,9.57,2025-06
2025-06-18,TikTok Ads,201,16398,366,20,1725.74,2.23,5.46,0.55,10.05,8.59,2025-06
2025-06-18,Email,200,7638,190,3,115.57,2.49,1.58,1.05,66.67,0.58,2025-06
2025-06-19,Google Ads,239,7570,82,1,128.2,1.08,1.22,2.91,239.0,0.54,2025-06
2025-06-19,Meta Ads,273,4249,46,4,281.13,1.08,8.7,5.93,68.25,1.03,2025-06
2025-06-19,TikTok Ads,86,10110,688,60,5936.99,6.81,8.72,0.12,1.43,69.03,2025-06
2025-06-19,Email,317,8595,526,26,2386.13,6.12,4.94,0.6,12.19,7.53,2025-06
2025-06-20,Google Ads,418,14605,509,50,4579.56,3.49,9.82,0.82,8.36,10.96,2025-06
2025-06-20,Meta Ads,232,13115,772,7,300.07,5.89,0.91,0.3,33.14,1.29,2025-06
2025-06-20,TikTok Ads,62,7294,274,17,1373.9,3.76,6.2,0.23,3.65,22.16,2025-06
2025-06-20,Email,328,6757,518,33,2781.37,7.67,6.37,0.63,9.94,8.48,2025-06
2025-06-21,Google Ads,266,13595,1056,54,6374.01,7.77,5.11,0.25,4.93,23.96,2025-06
2025-06-21,Meta Ads,404,2969,111,5,654.01,3.74,4.5,3.64,80.8,1.62,2025-06
2025-06-21,TikTok Ads,410,11985,836,42,4006.71,6.98,5.02,0.49,9.76,9.77,2025-06
2025-06-21,Email,335,18275,1171,55,2222.77,6.41,4.7,0.29,6.09,6.64,2025-06
2025-06-22,Google Ads,322,5470,173,13,759.49,3.16,7.51,1.86,24.77,2.36,2025-06
2025-06-22,Meta Ads,418,11225,294,6,298.75,2.62,2.04,1.42,69.67,0.71,2025-06
2025-06-22,TikTok Ads,111,10556,444,12,539.45,4.21,2.7,0.25,9.25,4.86,2025-06
2025-06-22,Email,133,10206,660,17,1256.43,6.47,2.58,0.2,7.82,9.45,2025-06
2025-06-23,Google Ads,417,10991,848,28,1610.76,7.72,3.3,0.49,14.89,3.86,2025-06
2025-06-23,Meta Ads,266,8519,540,30,1685.89,6.34,5.56,0.49,8.87,6.34,2025-06
2025-06-23,TikTok Ads,391,14669,1024,20,731.26,6.98,1.95,0.38,19.55,1.87,2025-06
2025-06-23,Email,446,5612,293,25,803.01,5.22,8.53,1.52,17.84,1.8,2025-06
2025-06-24,Google Ads,236,13373,915,33,1396.96,6.84,3.61,0.26,7.15,5.92,2025-06
2025-06-24,Meta Ads,68,18582,1206,29,1469.25,6.49,2.4,0.06,2.34,21.61,2025-06
2025-06-24,TikTok Ads,226,16552,602,42,3432.16,3.64,6.98,0.38,5.38,15.19,2025-06
2025-06-24,Email,149,15646,761,10,912.62,4.86,1.31,0.2,14.9,6.12,2025-06
2025-06-25,Google Ads,445,6238,413,27,1265.52,6.62,6.54,1.08,16.48,2.84,2025-06
2025-06-25,Meta Ads,494,16577,219,15,1214.61,1.32,6.85,2.26,32.93,2.46,2025-06
2025-06-25,TikTok Ads,282,16504,1098,32,2272.32,6.65,2.91,0.26,8.81,8.06,2025-06
2025-06-25,Email,452,4719,105,1,52.01,2.23,0.95,4.3,452.0,0.12,2025-06
2025-06-26,Google Ads,125,1302,59,2,61.64,4.53,3.39,2.12,62.5,0.49,2025-06
2025-06-26,Meta Ads,314,13144,875,16,1376.67,6.66,1.83,0.36,19.62,4.38,2025-06
2025-06-26,TikTok Ads,333,18370,510,10,1122.78,2.78,1.96,0.65,33.3,3.37,2025-06
2025-06-26,Email,255,11055,300,9,514.38,2.71,3.0,0.85,28.33,2.02,2025-06
2025-06-27,Google Ads,272,5440,207,7,320.72,3.81,3.38,1.31,38.86,1.18,2025-06
2025-06-27,Meta Ads,433,4072,295,17,2319.57,7.24,5.76,1.47,25.47,5.36,2025-06
2025-06-27,TikTok Ads,101,14598,146,10,630.03,1.0,6.85,0.69,10.1,6.24,2025-06
2025-06-27,Email,388,15287,1117,70,3978.35,7.31,6.27,0.35,5.54,10.25,2025-06
2025-06-28,Google Ads,416,14965,310,7,929.96,2.07,2.26,1.34,59.43,2.24,2025-06
2025-06-28,Meta Ads,193,10519,834,21,2689.11,7.93,2.52,0.23,9.19,13.93,2025-06
2025-06-28,TikTok Ads,422,14380,1104,98,8212.55,7.68,8.88,0.38,4.31,19.46,2025-06
2025-06-28,Email,118,12865,574,34,3016.09,4.46,5.92,0.21,3.47,25.56,2025-06
2025-06-29,Google Ads,148,9125,418,36,2020.67,4.58,8.61,0.35,4.11,13.65,2025-06
2025-06-29,Meta Ads,445,4291,187,8,315.17,4.36,4.28,2.38,55.62,0.71,2025-06
2025-06-29,TikTok Ads,74,5033,274,17,1679.8,5.44,6.2,0.27,4.35,22.7,2025-06
2025-06-29,Email,485,6105,99,5,209.01,1.62,5.05,4.9,97.0,0.43,2025-06
2025-06-30,Google Ads,428,18087,222,8,671.3,1.23,3.6,1.93,53.5,1.57,2025-06
2025-06-30,Meta Ads,102,9133,128,6,857.16,1.4,4.69,0.8,17.0,8.4,2025-06
2025-06-30,TikTok Ads,200,17958,738,40,5773.61,4.11,5.42,0.27,5.0,28.87,2025-06
2025-06-30,Email,193,6704,196,5,293.6,2.92,2.55,0.98,38.6,1.52,2025-06
2025-07-01,Google Ads,106,8848,473,18,1888.08,5.35,3.81,0.22,5.89,17.81,2025-07
2025-07-01,Meta Ads,88,13975,1110,90,7820.02,7.94,8.11,0.08,0.98,88.86,2025-07
2025-07-01,TikTok Ads,158,7924,293,27,3647.22,3.7,9.22,0.54,5.85,23.08,2025-07
2025-07-01,Email,230,1488,74,3,187.72,4.97,4.05,3.11,76.67,0.82,2025-07
2025-07-02,Google Ads,91,8114,317,11,334.89,3.91,3.47,0.29,8.27,3.68,2025-07
2025-07-02,Meta Ads,235,16740,1160,31,1534.73,6.93,2.67,0.2,7.58,6.53,2025-07
2025-07-02,TikTok Ads,472,4173,305,21,1510.8,7.31,6.89,1.55,22.48,3.2,2025-07
2025-07-02,Email,447,2667,190,7,475.21,7.12,3.68,2.35,63.86,1.06,2025-07
2025-07-03,Google Ads,272,5114,399,39,4873.58,7.8,9.77,0.68,6.97,17.92,2025-07
2025-07-03,Meta Ads,171,4553,54,2,223.33,1.19,3.7,3.17,85.5,1.31,2025-07
2025-07-03,TikTok Ads,182,8761,602,27,1780.56,6.87,4.49,0.3,6.74,9.78,2025-07
2025-07-03,Email,212,2000,125,8,679.43,6.25,6.4,1.7,26.5,3.2,2025-07
2025-07-04,Google Ads,264,16638,432,35,1451.35,2.6,8.1,0.61,7.54,5.5,2025-07
2025-07-04,Meta Ads,270,18772,1444,75,10333.32,7.69,5.19,0.19,3.6,38.27,2025-07
2025-07-04,TikTok Ads,284,6450,131,6,853.51,2.03,4.58,2.17,47.33,3.01,2025-07
2025-07-04,Email,380,4712,271,26,3836.99,5.75,9.59,1.4,14.62,10.1,2025-07
2025-07-05,Google Ads,195,2367,60,0,0.0,2.53,0.0,3.25,,0.0,2025-07
2025-07-05,Meta Ads,288,9189,369,33,1678.89,4.02,8.94,0.78,8.73,5.83,2025-07
2025-07-05,TikTok Ads,125,10013,604,14,497.61,6.03,2.32,0.21,8.93,3.98,2025-07
2025-07-05,Email,58,17838,881,71,7068.16,4.94,8.06,0.07,0.82,121.86,2025-07
2025-07-06,Google Ads,123,4726,188,12,1674.15,3.98,6.38,0.65,10.25,13.61,2025-07
2025-07-06,Meta Ads,491,5806,190,7,358.98,3.27,3.68,2.58,70.14,0.73,2025-07
2025-07-06,TikTok Ads,450,3190,219,19,586.06,6.87,8.68,2.05,23.68,1.3,2025-07
2025-07-06,Email,302,10108,202,2,253.32,2.0,0.99,1.5,151.0,0.84,2025-07
2025-07-07,Google Ads,279,13178,528,16,627.45,4.01,3.03,0.53,17.44,2.25,2025-07
2025-07-07,Meta Ads,56,3875,283,17,1353.96,7.3,6.01,0.2,3.29,24.18,2025-07
2025-07-07,TikTok Ads,223,6592,456,18,2006.4,6.92,3.95,0.49,12.39,9.0,2025-07
2025-07-07,Email,190,18824,716,46,2687.12,3.8,6.42,0.27,4.13,14.14,2025-07
2025-07-08,Google Ads,217,13592,861,10,400.76,6.33,1.16,0.25,21.7,1.85,2025-07
2025-07-08,Meta Ads,219,9927,671,13,1591.23,6.76,1.94,0.33,16.85,7.27,2025-07
2025-07-08,TikTok Ads,442,15437,1114,23,2429.28,7.22,2.06,0.4,19.22,5.5,2025-07
2025-07-08,Email,483,12530,602,16,2377.9,4.8,2.66,0.8,30.19,4.92,2025-07
2025-07-09,Google Ads,332,8010,194,9,641.85,2.42,4.64,1.71,36.89,1.93,2025-07
2025-07-09,Meta Ads,171,12207,340,26,972.7,2.79,7.65,0.5,6.58,5.69,2025-07
2025-07-09,TikTok Ads,243,3989,122,11,1299.34,3.06,9.02,1.99,22.09,5.35,2025-07
2025-07-09,Email,54,13040,672,57,5278.66,5.15,8.48,0.08,0.95,97.75,2025-07
2025-07-10,Google Ads,78,10218,125,3,166.75,1.22,2.4,0.62,26.0,2.14,2025-07
2025-07-10,Meta Ads,214,7471,407,20,2476.15,5.45,4.91,0.53,10.7,11.57,2025-07
2025-07-10,TikTok Ads,471,3863,137,3,163.35,3.55,2.19,3.44,157.0,0.35,2025-07
2025-07-10,Email,388,11693,358,12,735.35,3.06,3.35,1.08,32.33,1.9,2025-07
2025-07-11,Google Ads,185,2177,155,8,328.83,7.12,5.16,1.19,23.12,1.78,2025-07
2025-07-11,Meta Ads,414,5760,243,3,233.8,4.22,1.23,1.7,138.0,0.56,2025-07
2025-07-11,TikTok Ads,370,1011,16,0,0.0,1.58,0.0,23.12,,0.0,2025-07
2025-07-11,Email,391,17353,1177,110,10092.22,6.78,9.35,0.33,3.55,25.81,2025-07
2025-07-12,Google Ads,194,12556,167,8,920.61,1.33,4.79,1.16,24.25,4.75,2025-07
2025-07-12,Meta Ads,376,12563,764,38,5271.82,6.08,4.97,0.49,9.89,14.02,2025-07
2025-07-12,TikTok Ads,266,15051,965,10,465.28,6.41,1.04,0.28,26.6,1.75,2025-07
2025-07-12,Email,350,12022,416,13,474.78,3.46,3.12,0.84,26.92,1.36,2025-07
2025-07-13,Google Ads,181,9234,625,54,1740.08,6.77,8.64,0.29,3.35,9.61,2025-07
2025-07-13,Meta Ads,341,17173,791,19,897.46,4.61,2.4,0.43,17.95,2.63,2025-07
2025-07-13,TikTok Ads,119,14178,601,28,3050.71,4.24,4.66,0.2,4.25,25.64,2025-07
2025-07-13,Email,301,7570,99,1,117.3,1.31,1.01,3.04,301.0,0.39,2025-07
2025-07-14,Google Ads,464,1406,42,2,248.76,2.99,4.76,11.05,232.0,0.54,2025-07
2025-07-14,Meta Ads,324,10206,767,9,533.2,7.52,1.17,0.42,36.0,1.65,2025-07
2025-07-14,TikTok Ads,494,5431,203,17,1134.03,3.74,8.37,2.43,29.06,2.3,2025-07
2025-07-14,Email,413,7542,364,30,2639.28,4.83,8.24,1.13,13.77,6.39,2025-07
2025-07-15,Google Ads,231,9906,467,37,1390.53,4.71,7.92,0.49,6.24,6.02,2025-07
2025-07-15,Meta Ads,216,5146,264,9,930.03,5.13,3.41,0.82,24.0,4.31,2025-07
2025-07-15,TikTok Ads,140,13046,186,15,2220.72,1.43,8.06,0.75,9.33,15.86,2025-07
2025-07-15,Email,251,13611,481,28,2052.31,3.53,5.82,0.52,8.96,8.18,2025-07
2025-07-16,Google Ads,395,14076,853,37,4452.64,6.06,4.34,0.46,10.68,11.27,2025-07
2025-07-16,Meta Ads,68,17524,421,27,2430.11,2.4,6.41,0.16,2.52,35.74,2025-07
2025-07-16,TikTok Ads,88,5882,142,1,45.34,2.41,0.7,0.62,88.0,0.52,2025-07
2025-07-16,Email,175,15113,161,3,299.61,1.07,1.86,1.09,58.33,1.71,2025-07
2025-07-17,Google Ads,222,14645,594,45,2969.32,4.06,7.58,0.37,4.93,13.38,2025-07
2025-07-17,Meta Ads,190,7012,503,16,546.05,7.17,3.18,0.38,11.88,2.87,2025-07
2025-07-17,TikTok Ads,291,18347,250,15,1592.87,1.36,6.0,1.16,19.4,5.47,2025-07
2025-07-17,Email,269,8151,190,8,1064.58,2.33,4.21,1.42,33.62,3.96,2025-07
2025-07-18,Google Ads,175,4610,146,12,856.47,3.17,8.22,1.2,14.58,4.89,2025-07
2025-07-18,Meta Ads,107,10884,666,63,4840.63,6.12,9.46,0.16,1.7,45.24,2025-07
2025-07-18,TikTok Ads,197,7894,432,38,5203.06,5.47,8.8,0.46,5.18,26.41,2025-07
2025-07-18,Email,366,14467,565,19,2425.03,3.91,3.36,0.65,19.26,6.63,2025-07
2025-07-19,Google Ads,432,17489,1104,30,3473.83,6.31,2.72,0.39,14.4,8.04,2025-07
2025-07-19,Meta Ads,410,10873,572,30,1795.67,5.26,5.24,0.72,13.67,4.38,2025-07
2025-07-19,TikTok Ads,472,13289,966,10,1392.26,7.27,1.04,0.49,47.2,2.95,2025-07
2025-07-19,Email,50,13208,888,10,485.3,6.72,1.13,0.06,5.0,9.71,2025-07
2025-07-20,Google Ads,436,11828,327,19,1999.04,2.76,5.81,1.33,22.95,4.58,2025-07
2025-07-20,Meta Ads,397,3137,90,5,167.28,2.87,5.56,4.41,79.4,0.42,2025-07
2025-07-20,TikTok Ads,239,2286,42,4,428.99,1.84,9.52,5.69,59.75,1.79,2025-07
2025-07-20,Email,240,16710,561,15,948.86,3.36,2.67,0.43,16.0,3.95,2025-07
2025-07-21,Google Ads,418,12371,989,32,2686.76,7.99,3.24,0.42,13.06,6.43,2025-07
2025-07-21,Meta Ads,458,16945,650,13,928.61,3.84,2.0,0.7,35.23,2.03,2025-07
2025-07-21,TikTok Ads,361,8052,204,18,913.15,2.53,8.82,1.77,20.06,2.53,2025-07
2025-07-21,Email,466,4654,294,23,2406.67,6.32,7.82,1.59,20.26,5.16,2025-07
